"Start Date","End Date","Area","Pollster","Client","Party","Voting Intention"
"2025-11-05","2025-11-06","Great Britain","FindOutNow","NA","SNP","3"
"2025-11-05","2025-11-06","Great Britain","FindOutNow","NA","Plaid Cymru","1"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","Reform UK","33"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","Labour","18"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","Conservative","16"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","Green Party","15"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","Liberal Democrats","12"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","SNP","4"
"2025-10-30","2025-11-05","Great Britain","Ipsos-MORI","NA","Plaid Cymru","1"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","Reform UK","31"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","Reform UK","27"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","Labour","20"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","Conservative","19"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","Labour","18"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","Conservative","16"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","Green Party","16"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","Liberal Democrats","15"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","Liberal Democrats","13"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","Green Party","12"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","SNP","3"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","SNP","2"
"2025-10-31","2025-11-03","Great Britain","More in Common","NA","Plaid Cymru","1"
"2025-11-02","2025-11-03","Great Britain","YouGov","Times","Plaid Cymru","1"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","Reform UK","30"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","Labour","23"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","Conservative","18"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","Liberal Democrats","11"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","Green Party","10"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","SNP","3"
"2025-10-31","2025-11-02","Great Britain","JL Partners","Sun","Plaid Cymru","1"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","Reform UK","32"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","Green Party","17"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","Conservative","16"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","Labour","16"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","Liberal Democrats","12"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","SNP","2"
"2025-10-29","2025-10-29","Great Britain","FindOutNow","NA","Plaid Cymru","1"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","Reform UK","33"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","Reform UK","27"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","Labour","21"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","Conservative","18"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","Conservative","17"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","Labour","17"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","Green Party","16"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","Liberal Democrats","15"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","Liberal Democrats","12"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","Green Party","11"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","SNP","3"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","SNP","2"
"2025-10-24","2025-10-27","Great Britain","More in Common","NA","Plaid Cymru","1"
"2025-10-26","2025-10-27","Great Britain","YouGov","Times","Plaid Cymru","1"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","Reform UK","30"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","Labour","20"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","Conservative","18"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","Green Party","12"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","Liberal Democrats","12"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","SNP","3"
"2025-10-22","2025-10-24","Great Britain","Opinium","Observer","Plaid Cymru","1"
"2025-10-22","2025-10-23","Great Britain","Techne","NA","Reform UK","29"
"2025-10-22","2025-10-23","United Kingdom","Techne","NA","Reform UK","29"
"2025-10-22","2025-10-23","Great Britain","Techne","NA","Labour","19"
"2025-10-22","2025-10-23","United Kingdom","Techne","NA","Labour","19"
"2025-10-22","2025-10-23","Great Britain","Techne","NA","Conservative","18"
"2025-10-22","2025-10-23","United Kingdom","Techne","NA","Conservative","18"
"2025-10-22","2025-10-23","Great Britain","Techne","NA","Liberal Democrats","16"
"2025-10-22","2025-10-23","United Kingdom","Techne","NA","Liberal Democrats","16"
"2025-10-22","2025-10-23","Great Britain","Techne","NA","Green Party","12"
"2025-10-22","2025-10-23","United Kingdom","Techne","NA","Green Party","12"
"2025-10-22","2025-10-23","Great Britain","Techne","NA","SNP","3"
"2025-10-22","2025-10-23","United Kingdom","Techne","NA","SNP","3"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","Reform UK","32"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","Conservative","17"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","Labour","16"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","Green Party","15"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","Liberal Democrats","12"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","SNP","3"
"2025-10-22","2025-10-22","Great Britain","FindOutNow","NA","Plaid Cymru","1"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","Reform UK","31"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","Reform UK","28"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","Reform UK","26"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","Labour","22"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","Labour","20"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","Conservative","19"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","Labour","19"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","Conservative","19"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","Green Party","17"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","Conservative","17"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","Green Party","15"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","Liberal Democrats","15"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","Liberal Democrats","13"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","Liberal Democrats","11"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","Green Party","10"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","SNP","4"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","SNP","2"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","SNP","2"
"2025-10-16","2025-10-20","Great Britain","Lord Ashcroft","NA","Plaid Cymru","1"
"2025-10-17","2025-10-20","Great Britain","More in Common","NA","Plaid Cymru","1"
"2025-10-19","2025-10-20","Great Britain","YouGov","Times","Plaid Cymru","1"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","Reform UK","30"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","Labour","21"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","Conservative","19"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","Liberal Democrats","13"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","Green Party","9"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","SNP","3"
"2025-10-08","2025-10-17","Great Britain","Focaldata","NA","Plaid Cymru","1"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","Reform UK","32"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","Conservative","17"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","Green Party","15"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","Labour","15"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","Liberal Democrats","12"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","SNP","3"
"2025-10-15","2025-10-15","Great Britain","FindOutNow","NA","Plaid Cymru","1"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","Reform UK","30"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","Reform UK","27"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","Labour","22"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","Conservative","20"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","Labour","20"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","Conservative","17"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","Liberal Democrats","16"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","Liberal Democrats","15"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","Green Party","13"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","Green Party","9"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","SNP","3"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","SNP","3"
"2025-10-12","2025-10-13","Great Britain","YouGov","NA","Plaid Cymru","1"
"2025-10-10","2025-10-13","Great Britain","More in Common","NA","Plaid Cymru","0"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","Reform UK","32"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","Labour","22"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","Conservative","18"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","Liberal Democrats","11"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","Green Party","10"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","SNP","3"
"2025-10-08","2025-10-10","Great Britain","Opinium","Observer","Plaid Cymru","1"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","Reform UK","32"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","Conservative","17"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","Labour","17"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","Green Party","15"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","Liberal Democrats","12"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","SNP","3"
"2025-10-08","2025-10-08","Great Britain","FindOutNow","NA","Plaid Cymru","1"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","Reform UK","33"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","Reform UK","27"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","Labour","20"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","Labour","20"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","Conservative","19"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","Conservative","17"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","Liberal Democrats","17"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","Liberal Democrats","14"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","Green Party","12"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","Green Party","8"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","SNP","4"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","SNP","3"
"2025-10-03","2025-10-06","Great Britain","More in Common","NA","Plaid Cymru","1"
"2025-10-05","2025-10-06","Great Britain","YouGov","Times","Plaid Cymru","1"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","Reform UK","34"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","Reform UK","31"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","Labour","21"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","Labour","21"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","Conservative","19"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","Conservative","16"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","Liberal Democrats","13"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","Liberal Democrats","12"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","Green Party","10"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","Green Party","9"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","SNP","2"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","SNP","2"
"2025-09-26","2025-10-03","Great Britain","JL Partners","NA","Plaid Cymru","1"
"2025-10-01","2025-10-03","Great Britain","Opinium","Observer","Plaid Cymru","1"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","Reform UK","35"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","Reform UK","29"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","Labour","21"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","Conservative","20"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","Labour","19"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","Liberal Democrats","14"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","Conservative","14"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","Liberal Democrats","12"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","Green Party","11"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","Green Party","10"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","SNP","3"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","SNP","2"
"2025-09-19","2025-10-01","Great Britain","Focaldata","NA","Plaid Cymru","1"
"2025-10-01","2025-10-01","Great Britain","FindOutNow","NA","Plaid Cymru","1"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","Reform UK","30"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","Reform UK","29"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","Labour","22"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","Conservative","20"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","Labour","20"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","Conservative","16"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","Liberal Democrats","15"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","Liberal Democrats","14"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","Green Party","11"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","Green Party","8"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","SNP","3"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","SNP","3"
"2025-09-28","2025-09-29","Great Britain","YouGov","Times","Plaid Cymru","1"
"2025-09-26","2025-09-29","Great Britain","More in Common","NA","Plaid Cymru","0"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","Reform UK","27"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","Labour","21"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","Conservative","17"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","Liberal Democrats","15"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","Green Party","11"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","SNP","3"
"2025-09-24","2025-09-27","Great Britain","YouGov","Times","Plaid Cymru","1"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","Reform UK","32"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","Labour","22"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","Conservative","17"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","Liberal Democrats","14"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","Green Party","7"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","SNP","3"
"2025-09-24","2025-09-26","Great Britain","Opinium","Observer","Plaid Cymru","1"
"2025-09-24","2025-09-25","Great Britain","Survation","Daily Mail","Reform UK","34"
"2025-09-24","2025-09-25","United Kingdom","Survation","Daily Mail","Reform UK","34"
"2025-09-22","2025-09-25","Scotland","Norstat","Sunday Times","SNP","31"
"2025-09-22","2025-09-25","Scotland","Norstat","Sunday Times","Reform UK","23"
"2025-09-24","2025-09-25","Great Britain","Survation","Daily Mail","Labour","22"
"2025-09-24","2025-09-25","United Kingdom","Survation","Daily Mail","Labour","22"
"2025-09-22","2025-09-25","Scotland","Norstat","Sunday Times","Labour","18"
